Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
recycledAmmoSonjaEA762FMJ,items,item,,,,,,,,,リサイクル 7.62弾 FMJ,,,,,,,
recycledAmmoSonjaEA762BT,items,item,,,,,,,,,リサイクル 7.62弾 BT,,,,,,,
recycledAmmoSonjaEABuckshot,items,item,,,,,,,,,リサイクル バックショット,,,,,,,
recycledAmmoSonjaEARifledSlug,items,item,,,,,,,,,リサイクル ライフルドスラッグ,,,,,,,
recycledAmmoSonjaEA20GAKO,items,item,,,,,,,,,リサイクル 20ゲージK.O弾,,,,,,,
recycledAmmoSonjaEASabotSlug,items,item,,,,,,,,,リサイクル サボットスラッグ,,,,,,,
recycledAmmoSonjaEft54539,items,item,,,,,,,,,リサイクル 5.45×39mm - PS,,,,,,,
recycledAmmoSonjaEft54539AP,items,item,,,,,,,,,リサイクル 5.45×39mm - BS,,,,,,,
recycledAmmoSonjaEft54539HP,items,item,,,,,,,,,リサイクル 5.45×39mm - HP,,,,,,,
recycledAmmoSonjaEft55645NATO,items,item,,,,,,,,,リサイクル 5.56×45mm - M855,,,,,,,
recycledAmmoSonjaEft55645NATOAP,items,item,,,,,,,,,リサイクル 5.56×45mm - SSA AP,,,,,,,
recycledAmmoSonjaEft55645NATOHP,items,item,,,,,,,,,リサイクル 5.56×45mm - HP,,,,,,,
recycledAmmoSonjaEft300blk,items,item,,,,,,,,,リサイクル .300 blk - BCP FMJ,,,,,,,
recycledAmmoSonjaEft300BblkAP,items,item,,,,,,,,,リサイクル .300 blk - AP,,,,,,,
recycledAmmoSonjaEft300blkAP,items,item,,,,,,,,,リサイクル .300 blk - AP,,,,,,,
recycledAmmoSonjaEft300blkHP,items,item,,,,,,,,,リサイクル .300 blk - Whisper,,,,,,,
recycledAmmoSonjaEft76239,items,item,,,,,,,,,リサイクル 7.62×39mm - T45M1,,,,,,,
recycledAmmoSonjaEft76239AP,items,item,,,,,,,,,リサイクル 7.62×39mm - MAI AP,,,,,,,
recycledAmmoSonjaEft76239HP,items,item,,,,,,,,,リサイクル 7.62×39mm - HP,,,,,,,
recycledAmmoSonjaEft939,items,item,,,,,,,,,リサイクル 9x39mm - SP5,,,,,,,
recycledAmmoSonjaEft939AP,items,item,,,,,,,,,リサイクル 9x39mm - AP,,,,,,,
recycledAmmoSonjaEft939HP,items,item,,,,,,,,,リサイクル 9x39mm - HP,,,,,,,
recycledAmmoSonjaEft76251NATO,items,item,,,,,,,,,リサイクル 7.62×51mm - BCP FMJ,,,,,,,
recycledAmmoSonjaEft76251NATOAP,items,item,,,,,,,,,リサイクル 7.62×51mm - M993,,,,,,,
recycledAmmoSonjaEft76251NATOHP,items,item,,,,,,,,,リサイクル 7.62×51mm - Ultra Nosler,,,,,,,
recycledAmmoSonjaEft76254R,items,item,,,,,,,,,リサイクル 7.62×54R - T46M,,,,,,,
recycledAmmoSonjaEft76254RAP,items,item,,,,,,,,,リサイクル 7.62×54R - BT,,,,,,,
recycledAmmoSonjaEft76254RHP,items,item,,,,,,,,,リサイクル 7.62×54R - HP BT,,,,,,,
recycledAmmoSonjaEft12755PS12,items,item,,,,,,,,,リサイクル 12.7×55mm - PS12,,,,,,,
recycledAmmoSonjaEft12755PS12A,items,item,,,,,,,,,リサイクル 12.7×55mm - PS12A,,,,,,,
recycledAmmoSonjaEft12755PS12B,items,item,,,,,,,,,リサイクル 12.7×55mm - PS12B,,,,,,,
recycledAmmoSonjaEft338,items,item,,,,,,,,,リサイクル .338LAPUA Magnum - FMJ,,,,,,,
recycledAmmoSonjaEft338AP,items,item,,,,,,,,,リサイクル .338LAPUA Magnum - AP,,,,,,,
recycledAmmoSonjaEft338HP,items,item,,,,,,,,,リサイクル .338LAPUA Magnum - TAC-X,,,,,,,
recycledAmmoSonjaEft76225mmTokarev,items,item,,,,,,,,,リサイクル 7.62×25mm - Pst gzh,,,,,,,
recycledAmmoSonjaEft918mmPM,items,item,,,,,,,,,リサイクル 9×18mm PM,,,,,,,
recycledAmmoSonjaEft919mm,items,item,,,,,,,,,リサイクル 9×19mm - Pst gzh,,,,,,,
recycledAmmoSonjaEft919mmAP,items,item,,,,,,,,,リサイクル 9×19mm - AP 6.3,,,,,,,
recycledAmmoSonjaEft919mmHP,items,item,,,,,,,,,リサイクル 9×19mm - RIP,,,,,,,
recycledAmmoSonjaEft921mm,items,item,,,,,,,,,リサイクル 9×21mm - PS,,,,,,,
recycledAmmoSonjaEft921mmAP,items,item,,,,,,,,,リサイクル 9×21mm - 7N42,,,,,,,
recycledAmmoSonjaEft921mmHP,items,item,,,,,,,,,リサイクル 9×21mm - PE,,,,,,,
recycledAmmoSonjaEft45ACP,items,item,,,,,,,,,リサイクル .45 ACP - FMJ,,,,,,,
recycledAmmoSonjaEft45ACPAP,items,item,,,,,,,,,リサイクル .45 ACP - AP 6.3,,,,,,,
recycledAmmoSonjaEft45ACPRIP,items,item,,,,,,,,,リサイクル .45 ACP - RIP,,,,,,,
recycledAmmoSonjaEft4630mmHK,items,item,,,,,,,,,リサイクル 4.6×30mm - FMJ SX,,,,,,,
recycledAmmoSonjaEft4630mmHKAP,items,item,,,,,,,,,リサイクル 4.6×30mm - AP SX,,,,,,,
recycledAmmoSonjaEft4630mmHKHP,items,item,,,,,,,,,リサイクル 4.6×30mm - Action SX,,,,,,,
recycledAmmoSonjaEft5728FN,items,item,,,,,,,,,リサイクル FN 5.7×28mm - SB193,,,,,,,
recycledAmmoSonjaEft5728FNAP,items,item,,,,,,,,,リサイクル FN 5.7×28mm - SS190,,,,,,,
recycledAmmoSonjaEft5728FNHP,items,item,,,,,,,,,リサイクル FN 5.7×28mm - R37.F,,,,,,,
recycledAmmoSonjaEft50ae,items,item,,,,,,,,,リサイクル .50 AE - FMJ,,,,,,,
recycledAmmoSonjaEft50aeHP,items,item,,,,,,,,,リサイクル .50 AE - JHP,,,,,,,
recycledAmmoSonjaEft7mmShotgun,items,item,,,,,,,,,リサイクル 12/70 7mm Buckshot,,,,,,,
recycledAmmoSonjaEftFlechetteShotgun,items,item,,,,,,,,,リサイクル 12/70 Flechette,,,,,,,
recycledAmmoSonjaEftAP20Slug,items,item,,,,,,,,,リサイクル 12/70 AP-20 Slug,,,,,,,
recycledAmmoSonjaEftShrapnel25Shotgun,items,item,,,,,,,,,リサイクル 23×75mm Shrapnel-25 Buckshot,,,,,,,
recycledAmmoSonjaEftBarricadeSlug,items,item,,,,,,,,,リサイクル 23×75mm Barrikada Slug,,,,,,,
recycledAmmoSonjaEft4046381,items,item,,,,,,,,,リサイクル 40×46mm M381 (HE) 手榴弾,,,,,,,
recycledAmmoSonjaEft4053vog25,items,item,,,,,,,,,リサイクル 40×53mm VOG-25 手榴弾,,,,,,,
recycledAmmoSonjaVE9mm,items,item,,,,,,,,,リサイクル 強化9mm弾,,,,,,,
recycledAmmoSonjaVE9mmHP,items,item,,,,,,,,,リサイクル 強化9mm弾 HP,,,,,,,
recycledAmmoSonjaVE9mmAP,items,item,,,,,,,,,リサイクル 強化9mm弾 AP,,,,,,,
recycledAmmoSonjaVE44,items,item,,,,,,,,,リサイクル 強化.44弾,,,,,,,
recycledAmmoSonjaVE44HP,items,item,,,,,,,,,リサイクル 強化.44弾 HP,,,,,,,
recycledAmmoSonjaVE44AP,items,item,,,,,,,,,リサイクル 強化.44弾 AP,,,,,,,
recycledAmmoSonjaVE762mm,items,item,,,,,,,,,リサイクル 強化7.62mm弾,,,,,,,
recycledAmmoSonjaVE762mmHP,items,item,,,,,,,,,リサイクル 強化7.62mm弾 HP,,,,,,,
recycledAmmoSonjaVE762mmAP,items,item,,,,,,,,,リサイクル 強化7.62mm弾 AP,,,,,,,
recycledAmmoSonjaVEShells,items,item,,,,,,,,,リサイクル 強化ショットガン弾,,,,,,,
recycledAmmoSonjaVESlugs,items,item,,,,,,,,,リサイクル 強化スラッグ弾,,,,,,,
recycledAmmoSonjaVEBreachslugs,items,item,,,,,,,,,リサイクル 強化ブリーチングスラッグ,,,,,,,
recycledAmmoSonjaVEArrowI,items,item,,,,,,,,,リサイクル 強化鉄の矢,,,,,,,
recycledAmmoSonjaVEArrowS,items,item,,,,,,,,,リサイクル 強化鋼の矢,,,,,,,
recycledAmmoSonjaVEArrowF,items,item,,,,,,,,,リサイクル 強化炎の矢,,,,,,,
recycledAmmoSonjaVEArrowE,items,item,,,,,,,,,リサイクル 強化爆裂矢,,,,,,,
recycledAmmoSonjaVEBoltI,items,item,,,,,,,,,リサイクル 強化鉄のボルト,,,,,,,
recycledAmmoSonjaVEBoltS,items,item,,,,,,,,,リサイクル 強化鋼のボルト,,,,,,,
recycledAmmoSonjaVEBoltF,items,item,,,,,,,,,リサイクル 強化炎のボルト,,,,,,,
recycledAmmoSonjaVEBoltE,items,item,,,,,,,,,リサイクル 強化爆裂ボルト,,,,,,,

# === IZY + Flatlander weapon descriptions ===
IZYadvancegunrepairkitDesc,items,gun,,,,,,,,,Tier 4武器の修理に使う、職人の手仕事を要するキット。,,,,,,,
IZYNightHunterKitDesc,buffs,Buff,,,,,,,,,"夜にナイトビジョンスコープが起動。
ADS時、夜間ダメージ +50%。
月光の下、獲物に気付かれる前に仕留めろ。",,,,,,,
IZYgunT3PistolMagnumAutomag44Desc,items,gun,,,,,,,,,[00FF00]武器種[-] : ヘビーピストル. \n[00FF00]アトリビュート[-] : 機敏./[00FF00]パーク[-] : ガンスリンガー.\n[00FF00]使用弾薬[-] : .44 Magnum.\n[00FF00]修理道具[-] : リペアキット.\n[00FF00]素材[-] : ピストル parts. \n[00FF00]Unique Ability[-] : [ff8000]None[-].,,,,,,,
IZYgunT4DualMagnumDesertEaglesDesc,items,gun,,,,,,,,,[00FF00]武器種[-] : デュアル・ヘビーピストル. \n[00FF00]アトリビュート[-] : 機敏./[00FF00]パーク[-] : ガンスリンガー.\n[00FF00]使用弾薬[-] : .44 Magnum.\n[00FF00]修理道具[-] : アドバンスドリペアキット.\n[00FF00]素材[-] : ピストル parts. \n[00FF00]Unique Ability[-] : [ff8000]None[-].,,,,,,,
ammo45ACPBulletBallDesc,items,gun,,,,,,,,,"米国で長く愛されるピストル弾。
太い弾径ゆえの叩きつけるような威力。",,,,,,,
ammo45ACPHighpowerDesc,items,gun,,,,,,,,,"米国で長く愛されるピストル弾。
太い弾径に加え、ホローポイントが膨張し肉を裂く。
+ 出血効果。",,,,,,,
ammo45ACPArmorpiecingDesc,items,gun,,,,,,,,,"米国で長く愛されるピストル弾。
スチールコアが装甲を貫く。
対装甲目標に最適。",,,,,,,
ammo45ACPEnhancedDesc,items,gun,,,,,,,,,"特注の.45 強化カートリッジ。
STI Eagle6のような特定銃器のために設計された。
あらゆる目標に通用する。",,,,,,,
IZYgunT0PistolLiberatorImprovisedPistolDesc,items,gun,,,,,,,,,[00FF00]武器種[-] : ジャンク拳銃. \n[00FF00]アトリビュート[-] : 機敏./[00FF00]パーク[-] : ガンスリンガー.\n[00FF00]使用弾薬[-] : .45 ACP.\n[00FF00]修理道具[-] : 金属パイプ.\n[00FF00]素材[-] : Scrap metal. \n[00FF00]Unique Ability[-] : [ff8000]None[-].,,,,,,,
IZYgunT1Pistol45M1917Desc,items,gun,,,,,,,,,[00FF00]武器種[-] : ピストル / リボルバー. \n[00FF00]アトリビュート[-] : 機敏./[00FF00]パーク[-] : ガンスリンガー.\n[00FF00]使用弾薬[-] : .45 ACP.\n[00FF00]修理道具[-] : リペアキット.\n[00FF00]素材[-] : ピストル parts. \n[00FF00]Unique Ability[-] : Supported Holdstyle Mod.,,,,,,,
IZYgunT1Pistol45Type17C96Desc,items,gun,,,,,,,,,[00FF00]武器種[-] : ピストル. \n[00FF00]アトリビュート[-] : 機敏./[00FF00]パーク[-] : ガンスリンガー.\n[00FF00]使用弾薬[-] : .45 ACP.\n[00FF00]修理道具[-] : リペアキット.\n[00FF00]素材[-] : ピストル parts. \n[00FF00]Unique Ability[-] : Supported Holdstyle Mod.,,,,,,,
IZYgunT2Pistol45M1911A1Desc,items,gun,,,,,,,,,[00FF00]武器種[-] : ピストル. \n[00FF00]アトリビュート[-] : 機敏./[00FF00]パーク[-] : ガンスリンガー.\n[00FF00]使用弾薬[-] : .45 ACP.\n[00FF00]修理道具[-] : リペアキット.\n[00FF00]素材[-] : ピストル parts. \n[00FF00]Unique Ability[-] : Supported Holdstyle Mod.,,,,,,,
IZYgunT3Pistol45USP45Desc,items,gun,,,,,,,,,[00FF00]武器種[-] :タクティカルピストル. \n[00FF00]アトリビュート[-] : 機敏./[00FF00]パーク[-] : ガンスリンガー.\n[00FF00]使用弾薬[-] : .45 ACP.\n[00FF00]修理道具[-] : リペアキット.\n[00FF00]素材[-] : ピストル parts. \n[00FF00]Unique Ability[-] : Supported Holdstyle Mod.,,,,,,,
IZYgunT4Pistol45STIEAGLE6Desc,items,gun,,,,,,,,,[00FF00]武器種[-] : ピストル. \n[00FF00]アトリビュート[-] : 機敏./[00FF00]パーク[-] : ガンスリンガー.\n[00FF00]使用弾薬[-] : [cbff00].45 Enhanced Round.[-]\n[00FF00]修理道具[-] : アドバンスドリペアキット.\n[00FF00]素材[-] : ピストル parts. \n[00FF00]Unique Ability[-] : Supported Holdstyle Mod.,,,,,,,
IZYgunT2DualPistols45M1911A1Desc,items,gun,,,,,,,,,[00FF00]武器種[-] : デュアル・ピストル. \n[00FF00]アトリビュート[-] : 機敏./[00FF00]パーク[-] : ガンスリンガー.\n[00FF00]使用弾薬[-] : .45 ACP.\n[00FF00]修理道具[-] : リペアキット.\n[00FF00]素材[-] : ピストル parts. \n[00FF00]Unique Ability[-] : [ff8000]None[-].,,,,,,,
IZYgunT245SMGM3GreasegunDesc,items,gun,,,,,,,,,[00FF00]武器種[-] : サブマシンガン. \n[00FF00]アトリビュート[-] : 機敏./[00FF00]パーク[-] : ガンスリンガー.\n[00FF00]使用弾薬[-] : .45 ACP\n[00FF00]修理道具[-] : リペアキット.\n[00FF00]素材[-] : ピストル parts. \n[00FF00]Unique Ability[-] : [ff8000]None[-].,,,,,,,
IZYgunT345SMGM1thompsonDesc,items,gun,,,,,,,,,[00FF00]武器種[-] : サブマシンガン. \n[00FF00]アトリビュート[-] : 機敏./[00FF00]パーク[-] : ガンスリンガー.\n[00FF00]使用弾薬[-] : .45 ACP\n[00FF00]修理道具[-] : リペアキット.\n[00FF00]素材[-] : ピストル parts. \n[00FF00]Unique Ability[-] : [ff8000]None[-].,,,,,,,
IZYgunT445SMGM1928thompsonDesc,items,gun,,,,,,,,,[00FF00]武器種[-] : サブマシンガン. \n[00FF00]アトリビュート[-] : 機敏./[00FF00]パーク[-] : ガンスリンガー.\n[00FF00]使用弾薬[-] : .45 ACP\n[00FF00]修理道具[-] : アドバンスドリペアキット.\n[00FF00]素材[-] : ピストル parts. \n[00FF00]Unique Ability[-] : [ff8000]None[-].,,,,,,,
IZYgunT145TACSMGMAC10Desc,items,gun,,,,,,,,,[00FF00]武器種[-] : タクティカル・サブマシンガン. \n[00FF00]アトリビュート[-] : 機敏./[00FF00]パーク[-] : ガンスリンガー.\n[00FF00]使用弾薬[-] : .45 ACP\n[00FF00]修理道具[-] : リペアキット.\n[00FF00]素材[-] : ピストル parts. \n[00FF00]Unique Ability[-] : [ff8000]None[-].,,,,,,,
IZYgunT445TACSMGKrissSuperVDesc,items,gun,,,,,,,,,[00FF00]武器種[-] : タクティカル・サブマシンガン. \n[00FF00]アトリビュート[-] : 機敏./[00FF00]パーク[-] : ガンスリンガー.\n[00FF00]使用弾薬[-] : .45 ACP\n[00FF00]修理道具[-] : アドバンスドリペアキット.\n[00FF00]素材[-] : ピストル parts. \n[00FF00]Unique Ability[-] : [ff8000]None[-].,,,,,,,
IZYgunT3MarksmanRifleMMRM1Carbine45Desc,items,gun,,,,,,,,,[00FF00]武器種[-] : マークスマンカービン. \n[00FF00]アトリビュート[-] : 知覚./[00FF00]パーク[-] : デッドアイ.\n[00FF00]使用弾薬[-] : .45 ACP.\n[00FF00]修理道具[-] : リペアキット.\n[00FF00]素材[-] : Rifle parts. \n[00FF00]Unique Ability[-] : [ff8000]None[-].,,,,,,,
IZYgunT4MarksmanRifle45MMRKrissVectorCarbineDesc,items,gun,,,,,,,,,[00FF00]武器種[-] : マークスマンカービン. \n[00FF00]アトリビュート[-] : 知覚./[00FF00]パーク[-] : デッドアイ.\n[00FF00]使用弾薬[-] : .45 ACP.\n[00FF00]修理道具[-] : アドバンスドリペアキット.\n[00FF00]素材[-] : Rifle parts. \n[00FF00]Unique Ability[-] : [ff8000]None[-].,,,,,,,
IZYgunT0SNIPERpipeAR15Broken15JunkDesc,items,gun,,,,,,,,,[00FF00]武器種[-] : ジャンクライフル. \n[00FF00]アトリビュート[-] : 知覚./[00FF00]パーク[-] : デッドアイ.\n[00FF00]使用弾薬[-] : 5.56mm.\n[00FF00]修理道具[-] : 金属パイプ.\n[00FF00]素材[-] : 鉄くず. \n[00FF00]Unique Ability[-] : [ff8000]None[-].\n[00FF00]Model made by[-] : [ff8000]Swope25[-].,,,,,,,
IZYgunT1ARCabineM608SurvivalRifleDesc,items,gun,,,,,,,,,[00FF00]武器種[-] : アサルトライフル. \n[00FF00]アトリビュート[-] : 不屈./[00FF00]パーク[-] : マシンガンナー.\n[00FF00]使用弾薬[-] : 5.56mm.\n[00FF00]修理道具[-] : リペアキット.\n[00FF00]素材[-] : Machinegun parts. \n[00FF00]Unique Ability[-] : [ff8000]None[-].,,,,,,,
IZYgunT2ARCabineCAR15Desc,items,gun,,,,,,,,,[00FF00]武器種[-] : アサルトライフル. \n[00FF00]アトリビュート[-] : 不屈./[00FF00]パーク[-] : マシンガンナー.\n[00FF00]使用弾薬[-] : 5.56mm.\n[00FF00]修理道具[-] : リペアキット.\n[00FF00]素材[-] : Machinegun parts. \n[00FF00]Unique Ability[-] : [ff8000]None[-].,,,,,,,
IZYgunT3ARCabineM4CarbineDesc,items,gun,,,,,,,,,[00FF00]武器種[-] : アサルトライフル. \n[00FF00]アトリビュート[-] : 不屈./[00FF00]パーク[-] : マシンガンナー.\n[00FF00]使用弾薬[-] : 5.56mm.\n[00FF00]修理道具[-] : リペアキット.\n[00FF00]素材[-] : Machinegun parts. \n[00FF00]Unique Ability[-] : [ff8000]None[-].,,,,,,,
IZYgunT4ARCabineHK416Desc,items,gun,,,,,,,,,[00FF00]武器種[-] : アサルトライフル. \n[00FF00]アトリビュート[-] : 不屈./[00FF00]パーク[-] : マシンガンナー.\n[00FF00]使用弾薬[-] : 5.56mm.\n[00FF00]修理道具[-] : アドバンスドリペアキット.\n[00FF00]素材[-] : Machinegun parts. \n[00FF00]Unique Ability[-] : [ff8000]None[-].,,,,,,,
IZYgunT2LMGLMG36Desc,items,gun,,,,,,,,,[00FF00]武器種[-] : ライトマシンガン. \n[00FF00]アトリビュート[-] : 不屈./[00FF00]パーク[-] : マシンガンナー.\n[00FF00]使用弾薬[-] : 5.56mm.\n[00FF00]修理道具[-] : リペアキット.\n[00FF00]素材[-] : Machinegun parts. \n[00FF00]Unique Ability[-] : [ff8000]None[-.,,,,,,,
IZYgunT3LMGM249FNminimiDesc,items,gun,,,,,,,,,[00FF00]武器種[-] : ライトマシンガン. \n[00FF00]アトリビュート[-] : 不屈./[00FF00]パーク[-] : マシンガンナー.\n[00FF00]使用弾薬[-] : 5.56mm.\n[00FF00]修理道具[-] : リペアキット.\n[00FF00]素材[-] : Machinegun parts. \n[00FF00]Unique Ability[-] : attachs with grip mod to get more mobility but reduce magazine capacity.,,,,,,,
